Time;Temperature(℃);Feels Like(℃);Dew Point(℃);Humidity(%);Temperature(℃);Humidity(%);Solar(W/m²);UVI;Rain Rate(mm/hr);Daily(mm);Event(mm);Hourly(mm);Weekly(mm);Monthly(mm);Yearly(mm);Wind Speed(m/s);Wind Gust(m/s);Wind Direction(º);Relative(hPa);Absolute(hPa);Temperature(℃);Humidity(%);Soilmoisture(%);Soilmoisture(%);Temperature(℃);Haptic Array(Battery)(V);Haptic Array(Capacitor)(V);Soilmoisture Sensor CH1(V);Soilmoisture Sensor CH2(V);Temperature Sensor CH1(V)
2023-07-27 15:50;18,3;18,3;13,1;72;23,5;51;197,4;1;0,0;0,4;3,5;0,1;22,0;42,1;314,5;0,7;1,7;221;1004,9;1004,9;23,8;52;36;23;20,5;3,06;5,3;1,5;1,5;1,48
2023-07-27 15:55;18,5;18,5;13,2;71;23,5;51;231,0;2;0,0;0,4;3,5;0,0;22,0;42,1;314,5;0,5;2,3;236;1004,9;1004,9;23,8;53;36;23;20,6;3,06;5,3;1,5;1,5;1,48
2023-07-27 16:00;18,7;18,7;13,3;71;23,6;51;217,6;2;0,0;0,4;3,5;0,0;22,0;42,1;314,5;0,9;2,7;252;1004,8;1004,8;23,8;53;36;23;20,6;3,06;5,3;1,5;1,5;1,48
2023-07-27 16:05;18,6;18,6;13,1;70;23,6;51;189,2;1;0,0;0,4;3,5;0,0;22,0;42,1;314,5;0,9;3,0;201;1004,8;1004,8;23,8;52;36;23;20,6;3,06;5,3;1,5;1,5;1,48
2023-07-27 16:10;18,5;18,5;13,0;70;23,6;51;148,7;1;0,0;0,4;3,5;0,0;22,0;42,1;314,5;1,2;3,0;227;1004,7;1004,7;23,8;52;36;23;20,6;3,06;5,3;1,5;1,5;1,48
2023-07-27 16:15;18,5;18,5;13,0;70;23,6;51;182,4;1;0,0;0,4;3,5;0,0;22,0;42,1;314,5;0,9;2,7;197;1004,7;1004,7;23,8;52;36;23;20,6;3,06;5,3;1,5;1,5;1,48
2023-07-27 16:20;18,6;18,6;12,9;69;23,6;51;188,9;1;0,0;0,4;3,5;0,0;22,0;42,1;314,5;1,5;3,9;218;1004,7;1004,7;23,8;52;36;23;20,6;3,06;5,3;1,5;1,5;1,48
2023-07-27 16:25;18,5;18,5;12,9;70;23,6;51;103,4;0;0,0;0,4;3,5;0,0;22,0;42,1;314,5;1,6;5,2;241;1004,6;1004,6;23,8;52;36;23;20,6;3,06;5,3;1,5;1,5;1,48
2023-07-27 16:30;18,6;18,6;13,1;70;23,6;51;131,2;1;0,0;0,4;3,5;0,0;22,0;42,1;314,5;0,7;2,3;196;1004,7;1004,7;23,8;52;36;23;20,6;3,06;5,3;1,5;1,5;1,48
2023-07-27 16:35;18,7;18,7;13,2;70;23,5;51;127,1;1;0,0;0,4;3,5;0,0;22,0;42,1;314,5;0,9;3,9;234;1004,7;1004,7;23,8;52;36;23;20,7;3,06;5,3;1,5;1,5;1,48
2023-07-27 16:40;18,2;18,2;13,7;75;23,5;51;126,4;1;0,0;0,4;3,5;0,0;22,0;42,1;314,5;1,8;6,2;207;1004,7;1004,7;23,8;52;36;23;20,6;3,06;5,3;1,5;1,5;1,48
2023-07-27 16:45;17,7;17,7;14,1;79;23,5;52;212,0;1;0,0;0,4;3,5;0,0;22,0;42,1;314,5;0,9;4,4;219;1004,6;1004,6;23,8;52;36;23;20,6;3,06;5,3;1,5;1,5;1,48
2023-07-27 16:50;17,5;17,5;14,3;81;23,3;53;215,6;2;0,0;0,4;0,0;0,0;22,0;42,1;314,5;0,6;3,6;189;1004,5;1004,5;23,7;53;36;23;20,6;3,06;5,3;1,5;1,5;1,48
2023-07-27 16:55;17,6;17,6;14,0;79;23,2;54;249,6;2;0,6;0,5;0,1;0,1;22,1;42,2;314,6;1,1;3,8;212;1004,3;1004,3;23,7;53;36;23;20,6;3,06;5,3;1,5;1,5;1,48
2023-07-27 17:00;17,7;17,7;13,8;78;23,2;54;271,7;2;0,6;0,5;0,1;0,1;22,1;42,2;314,6;1,2;3,1;192;1004,3;1004,3;23,7;53;36;23;20,6;3,06;5,3;1,5;1,5;1,48
2023-07-27 17:05;18,0;18,0;13,8;76;23,2;54;254,0;2;0,6;0,5;0,1;0,1;22,1;42,2;314,6;0,7;2,2;238;1004,1;1004,1;23,7;53;36;23;20,6;3,06;5,3;1,5;1,5;1,48
2023-07-27 17:10;18,1;18,1;13,8;76;23,3;54;158,6;1;0,6;0,6;0,2;0,2;22,2;42,3;314,7;1,6;4,0;211;1004,1;1004,1;23,7;53;36;23;20,6;3,06;5,3;1,5;1,5;1,48
2023-07-27 17:15;17,7;17,7;13,5;76;23,2;54;136,7;1;0,6;0,6;0,2;0,2;22,2;42,3;314,7;1,3;3,3;217;1003,9;1003,9;23,7;54;36;23;20,7;3,06;5,3;1,5;1,5;1,48
2023-07-27 17:20;17,7;17,7;13,7;77;23,3;54;136,1;1;0,6;0,6;0,2;0,2;22,2;42,3;314,7;0,4;2,0;214;1003,8;1003,8;23,7;53;36;23;20,6;3,06;5,3;1,5;1,5;1,48
2023-07-27 17:25;17,8;17,8;13,7;77;23,3;53;103,5;0;0,0;0,6;0,2;0,2;22,2;42,3;314,7;0,5;1,6;219;1003,8;1003,8;23,7;54;36;23;20,7;3,06;5,3;1,5;1,5;1,48
2023-07-27 17:30;17,8;17,8;13,7;77;23,3;53;102,4;0;0,0;0,6;0,2;0,2;22,2;42,3;314,7;0,1;1,6;200;1003,7;1003,7;23,7;54;36;23;20,7;3,06;5,3;1,5;1,5;1,48
2023-07-27 17:35;17,8;17,8;13,6;76;23,4;53;81,1;0;0,0;0,6;0,2;0,2;22,2;42,3;314,7;1,0;2,8;215;1003,5;1003,5;23,7;54;36;23;20,6;3,06;5,3;1,5;1,5;1,48
2023-07-27 17:40;17,8;17,8;13,7;77;23,4;53;48,8;0;0,0;0,6;0,2;0,2;22,2;42,3;314,7;0,6;2,8;225;1003,5;1003,5;23,7;54;36;23;20,7;3,06;5,3;1,5;1,5;1,48
2023-07-27 17:45;17,8;17,8;13,7;77;23,4;53;39,6;0;0,0;0,6;0,2;0,2;22,2;42,3;314,7;0,9;3,0;96;1003,5;1003,5;23,7;54;36;23;20,6;3,06;5,3;1,5;1,5;1,48
2023-07-27 17:50;17,7;17,7;13,8;78;23,4;52;40,0;0;1,2;0,8;0,4;0,3;22,4;42,5;314,9;2,0;4,9;218;1003,5;1003,5;23,7;54;36;23;20,6;3,06;5,3;1,5;1,5;1,48
2023-07-27 17:55;17,4;17,4;13,9;80;23,5;52;52,5;0;1,2;0,8;0,4;0,3;22,4;42,5;314,9;1,9;4,1;184;1003,5;1003,5;23,7;54;36;23;20,7;3,06;5,3;1,5;1,5;1,48
2023-07-27 18:00;17,0;17,0;14,1;83;23,5;52;50,1;0;1,2;0,8;0,4;0,3;22,4;42,5;314,9;1,3;3,3;201;1003,6;1003,6;23,7;54;36;23;20,7;3,06;5,2;1,5;1,5;1,48
2023-07-27 18:05;16,7;16,7;14,4;86;23,5;52;32,0;0;0,0;0,8;0,4;0,2;22,4;42,5;314,9;1,8;2,9;216;1003,5;1003,5;23,7;54;36;23;20,6;3,06;5,2;1,5;1,5;1,48
2023-07-27 18:10;16,3;16,3;14,6;89;23,5;52;29,6;0;0,0;0,8;0,4;0,2;22,4;42,5;314,9;1,3;4,0;193;1003,5;1003,5;23,6;55;36;23;20,7;3,06;5,2;1,5;1,5;1,48
2023-07-27 18:15;16,2;16,2;14,7;91;23,5;52;69,3;0;0,0;0,8;0,4;0,2;22,4;42,5;314,9;0,8;2,6;207;1003,5;1003,5;23,6;55;36;23;20,6;3,06;5,2;1,5;1,5;1,48
2023-07-27 18:20;16,1;16,1;14,9;92;23,5;52;72,8;0;0,0;0,8;0,4;0,2;22,4;42,5;314,9;1,2;3,6;173;1003,3;1003,3;23,5;56;35;23;20,7;3,06;5,2;1,5;1,5;1,48
2023-07-27 18:25;16,1;16,1;14,8;92;23,5;52;62,0;0;0,6;0,9;0,5;0,3;22,5;42,6;315,0;0,7;3,6;41;1003,3;1003,3;23,5;56;36;23;20,7;3,06;5,2;1,5;1,5;1,48
2023-07-27 18:30;16,1;16,1;15,0;93;23,5;52;63,1;0;0,6;0,9;0,5;0,3;22,5;42,6;315,0;0,8;1,9;156;1003,2;1003,2;23,5;56;35;23;20,6;3,06;5,2;1,5;1,5;1,48
2023-07-27 18:35;16,1;16,1;15,0;93;23,5;52;52,6;0;0,6;0,9;0,5;0,3;22,5;42,6;315,0;0,8;1,5;30;1003,2;1003,2;23,5;56;35;23;20,6;3,06;5,2;1,5;1,5;1,48
2023-07-27 18:40;16,0;16,0;15,1;94;23,5;52;40,1;0;0,0;0,9;0,5;0,3;22,5;42,6;315,0;0,6;2,2;222;1003,2;1003,2;23,5;56;36;23;20,6;3,06;5,2;1,5;1,5;1,48
2023-07-27 18:45;15,9;15,9;15,0;94;23,5;52;21,1;0;0,0;0,9;0,5;0,1;22,5;42,6;315,0;0,4;2,2;252;1003,2;1003,2;23,5;57;35;23;20,6;3,06;5,2;1,5;1,5;1,48
2023-07-27 18:50;15,8;15,8;15,1;95;23,5;52;40,9;0;0,0;0,9;0,5;0,1;22,5;42,6;315,0;1,0;2,0;96;1003,1;1003,1;23,5;57;35;23;20,6;3,06;5,2;1,5;1,5;1,48
2023-07-27 18:55;15,8;15,8;15,1;95;23,5;52;35,4;0;0,0;0,9;0,5;0,1;22,5;42,6;315,0;0,6;1,8;4;1003,0;1003,0;23,5;57;36;23;20,6;3,06;5,2;1,5;1,5;1,48
2023-07-27 19:00;15,8;15,8;15,1;95;23,5;52;38,8;0;0,0;0,9;0,5;0,1;22,5;42,6;315,0;1,1;2,7;95;1002,9;1002,9;23,4;58;36;23;20,5;3,06;5,2;1,5;1,5;1,48
2023-07-27 19:05;15,8;15,8;15,1;96;23,5;52;41,0;0;0,0;0,9;0,5;0,1;22,5;42,6;315,0;0,9;1,6;144;1002,9;1002,9;23,3;58;36;23;20,5;3,06;5,2;1,5;1,5;1,48
2023-07-27 19:10;15,8;15,8;15,2;96;23,5;52;17,3;0;0,0;0,9;0,5;0,1;22,5;42,6;315,0;1,0;2,4;152;1002,9;1002,9;23,3;58;36;23;20,5;3,06;5,2;1,5;1,5;1,48
2023-07-27 19:15;15,7;15,7;15,1;96;23,5;51;11,2;0;0,0;0,9;0,5;0,1;22,5;42,6;315,0;0,9;2,4;234;1003,0;1003,0;23,2;58;36;23;20,5;3,06;5,2;1,5;1,5;1,48
2023-07-27 19:20;15,6;15,6;15,0;96;23,5;51;11,1;0;0,0;0,9;0,5;0,1;22,5;42,6;315,0;1,0;2,4;231;1003,0;1003,0;23,2;58;36;23;20,5;3,06;5,2;1,5;1,5;1,48
2023-07-27 19:25;15,6;15,6;15,0;96;23,5;51;9,6;0;0,0;0,9;0,5;0,0;22,5;42,6;315,0;0,6;2,1;109;1003,0;1003,0;23,1;59;36;23;20,5;3,06;5,2;1,5;1,5;1,48
2023-07-27 19:30;15,6;15,6;15,0;96;23,5;51;10,8;0;0,6;1,0;0,6;0,1;22,6;42,7;315,1;0,4;2,3;166;1002,8;1002,8;23,1;59;36;23;20,5;3,06;5,1;1,5;1,5;1,48
2023-07-27 19:35;15,5;15,5;14,9;96;23,5;51;10,1;0;0,6;1,0;0,6;0,1;22,6;42,7;315,1;0,5;1,5;112;1002,7;1002,7;23,0;59;36;23;20,4;3,06;5,1;1,5;1,5;1,48
2023-07-27 19:40;15,5;15,5;14,9;96;23,5;51;10,4;0;0,6;1,1;0,7;0,2;22,7;42,8;315,2;0,5;2,1;65;1002,6;1002,6;23,0;59;36;23;20,5;3,06;5,1;1,5;1,5;1,48
2023-07-27 19:45;15,5;15,5;15,0;97;23,5;51;12,6;0;1,2;1,2;0,8;0,3;22,8;42,9;315,3;0,6;1,8;115;1002,6;1002,6;23,0;59;36;23;20,3;3,06;5,1;1,5;1,5;1,48
2023-07-27 19:50;15,5;15,5;15,0;97;23,5;51;11,2;0;1,8;1,3;0,9;0,4;22,9;43,0;315,4;0,8;1,9;173;1002,6;1002,6;22,9;59;36;23;20,4;3,06;5,1;1,5;1,5;1,48
2023-07-27 19:55;15,5;15,5;15,0;97;23,5;51;6,6;0;2,4;1,5;1,1;0,6;23,1;43,2;315,6;0,3;1,8;123;1002,6;1002,6;22,9;59;36;23;20,3;3,06;5,1;1,5;1,5;1,48
2023-07-27 20:00;15,5;15,5;15,0;97;23,5;51;6,7;0;1,8;1,6;1,2;0,7;23,2;43,3;315,7;0,9;2,5;89;1002,6;1002,6;22,9;59;36;23;20,3;3,06;5,0;1,5;1,5;1,48
2023-07-27 20:05;15,5;15,5;15,0;97;23,5;51;8,1;0;0,6;1,6;1,2;0,7;23,2;43,3;315,7;0,9;3,1;191;1002,6;1002,6;22,8;59;36;23;20,3;3,06;5,0;1,5;1,5;1,48
2023-07-27 20:10;15,5;15,5;15,0;97;23,5;51;10,9;0;0,6;1,7;1,3;0,8;23,3;43,4;315,8;0,8;3,1;94;1002,5;1002,5;22,8;60;36;23;20,3;3,06;5,0;1,5;1,5;1,48
2023-07-27 20:15;15,5;15,5;15,0;97;23,5;51;10,0;0;1,2;1,8;1,4;0,9;23,4;43,5;315,9;1,1;3,0;92;1002,5;1002,5;22,8;60;36;23;20,3;3,06;5,0;1,5;1,5;1,48
2023-07-27 20:20;15,5;15,5;15,0;97;23,5;51;4,5;0;0,6;1,8;1,4;0,9;23,4;43,5;315,9;0,6;2,2;106;1002,5;1002,5;22,8;60;36;23;20,2;3,06;5,0;1,5;1,5;1,48
2023-07-27 20:25;15,5;15,5;15,0;97;23,5;51;4,2;0;0,6;1,9;1,5;0,9;23,5;43,6;316,0;0,6;2,7;194;1002,4;1002,4;22,7;60;36;24;20,2;3,06;5,0;1,5;1,5;1,48
2023-07-27 20:30;15,5;15,5;15,0;97;23,5;51;3,7;0;1,2;2,0;1,6;1,0;23,6;43,7;316,1;0,7;2,2;237;1002,4;1002,4;22,7;60;36;24;20,2;3,06;4,9;1,5;1,5;1,48
2023-07-27 20:35;15,5;15,5;15,0;97;23,5;51;2,2;0;1,2;2,0;1,6;0,9;23,6;43,7;316,1;0,3;2,0;209;1002,4;1002,4;22,7;60;36;24;20,2;3,06;4,9;1,5;1,5;1,48
2023-07-27 20:40;15,6;15,6;15,1;97;23,5;51;1,8;0;1,2;2,1;1,7;0,9;23,7;43,8;316,2;0,7;2,5;172;1002,4;1002,4;22,7;60;36;24;20,2;3,06;4,9;1,5;1,5;1,48
2023-07-27 20:45;15,6;15,6;15,1;97;23,5;51;3,2;0;0,6;2,1;1,7;0,8;23,7;43,8;316,2;0,4;1,6;334;1002,3;1002,3;22,7;60;36;24;20,1;3,06;4,9;1,5;1,5;1,48
2023-07-27 20:50;15,6;15,6;15,1;97;23,5;51;3,2;0;1,2;2,3;1,9;0,8;23,9;44,0;316,4;1,1;2,2;173;1002,2;1002,2;22,7;60;36;24;20,0;3,06;4,8;1,5;1,5;1,48
2023-07-27 20:55;15,6;15,6;15,1;97;23,5;51;1,3;0;1,2;2,3;1,9;0,7;23,9;44,0;316,4;0,7;3,9;183;1002,3;1002,3;22,7;60;36;24;20,1;3,06;4,8;1,5;1,5;1,48
2023-07-27 21:00;15,7;15,7;15,2;97;23,5;51;0,8;0;1,2;2,3;1,9;0,7;23,9;44,0;316,4;0,6;1,5;165;1002,4;1002,4;22,6;60;36;24;20,0;3,06;4,8;1,5;1,5;1,48
2023-07-27 21:05;15,7;15,7;15,2;97;23,5;51;0,6;0;0,0;2,3;1,9;0,6;23,9;44,0;316,4;0,5;1,5;77;1002,4;1002,4;22,6;60;36;24;20,0;3,06;4,8;1,5;1,5;1,48
2023-07-27 21:10;15,7;15,7;15,2;97;23,5;51;0,4;0;0,0;2,3;1,9;0,5;23,9;44,0;316,4;0,2;1,6;80;1002,2;1002,2;22,6;60;36;24;20,1;3,06;4,8;1,5;1,5;1,48
2023-07-27 21:15;15,7;15,7;15,2;97;23,5;51;0,2;0;0,0;2,3;1,9;0,5;23,9;44,0;316,4;0,8;2,1;64;1002,3;1002,3;22,6;60;36;24;20,0;3,06;4,8;1,5;1,5;1,48
2023-07-27 21:20;15,8;15,8;15,3;97;23,5;51;0,2;0;0,0;2,3;1,9;0,4;23,9;44,0;316,4;0,2;2,1;343;1002,2;1002,2;22,6;60;36;24;20,0;3,06;4,8;1,5;1,5;1,48
2023-07-27 21:25;15,8;15,8;15,3;97;23,5;51;0,1;0;0,0;2,3;1,9;0,4;23,9;44,0;316,4;0,3;1,0;162;1002,3;1002,3;22,6;60;36;24;19,9;3,06;4,8;1,5;1,5;1,48
2023-07-27 21:30;15,8;15,8;15,3;97;23,5;51;0,0;0;0,0;2,3;1,9;0,3;23,9;44,0;316,4;0,5;1,2;209;1002,3;1002,3;22,6;60;36;24;19,9;3,06;4,8;1,5;1,5;1,48
2023-07-27 21:35;15,8;15,8;15,3;97;23,5;51;0,0;0;0,0;2,3;1,9;0,2;23,9;44,0;316,4;0,5;1,3;181;1002,3;1002,3;22,6;60;36;24;19,9;3,06;4,8;1,5;1,5;1,48
2023-07-27 21:40;15,9;15,9;15,4;97;23,5;51;0,0;0;0,0;2,3;1,9;0,2;23,9;44,0;316,4;0,5;1,3;97;1002,3;1002,3;22,6;60;36;24;19,8;3,06;4,8;1,5;1,5;1,48
2023-07-27 21:45;15,9;15,9;15,4;97;23,5;51;0,0;0;0,0;2,3;1,9;0,0;23,9;44,0;316,4;0,7;1,8;222;1002,1;1002,1;22,6;60;36;24;19,8;3,06;4,8;1,5;1,5;1,48
2023-07-27 21:50;15,9;15,9;15,4;97;23,5;51;0,0;0;0,0;2,3;1,9;0,0;23,9;44,0;316,4;0,8;2,1;185;1002,2;1002,2;22,6;60;36;24;19,9;3,06;4,8;1,5;1,5;1,48
2023-07-27 21:55;15,9;15,9;15,4;97;23,5;51;0,0;0;0,0;2,3;1,9;0,0;23,9;44,0;316,4;0,1;1,5;140;1002,1;1002,1;22,6;60;36;24;19,8;3,06;4,8;1,5;1,5;1,48
2023-07-27 22:00;15,9;15,9;15,4;97;23,5;51;0,0;0;0,0;2,3;1,9;0,0;23,9;44,0;316,4;0,4;1,6;249;1002,0;1002,0;22,6;60;36;24;19,8;3,06;4,7;1,5;1,5;1,48
2023-07-27 22:05;15,9;15,9;15,4;97;23,5;51;0,0;0;0,0;2,3;1,9;0,0;23,9;44,0;316,4;0,0;1,3;309;1002,0;1002,0;22,6;61;36;24;19,8;3,06;4,7;1,5;1,5;1,48
2023-07-27 22:10;15,9;15,9;15,4;97;23,5;51;0,0;0;0,0;2,3;1,9;0,0;23,9;44,0;316,4;0,6;1,6;73;1001,8;1001,8;22,6;60;36;24;19,7;3,06;4,7;1,5;1,5;1,48
2023-07-27 22:15;15,9;15,9;15,4;97;23,5;51;0,0;0;0,0;2,3;1,9;0,0;23,9;44,0;316,4;0,4;1,6;66;1001,9;1001,9;22,6;61;36;24;19,7;3,06;4,7;1,5;1,5;1,48
2023-07-27 22:20;15,9;15,9;15,4;97;23,5;51;0,0;0;0,0;2,3;1,9;0,0;23,9;44,0;316,4;0,6;1,7;156;1001,8;1001,8;22,6;61;36;24;19,7;3,06;4,7;1,5;1,5;1,48
2023-07-27 22:25;15,9;15,9;15,5;98;23,5;51;0,0;0;0,0;2,3;1,9;0,0;23,9;44,0;316,4;0,4;1,3;298;1001,9;1001,9;22,6;61;36;24;19,7;3,06;4,7;1,5;1,5;1,48
2023-07-27 22:30;15,9;15,9;15,6;98;23,5;51;0,0;0;0,0;2,3;1,9;0,0;23,9;44,0;316,4;0,7;2,2;101;1001,8;1001,8;22,6;61;36;24;19,7;3,06;4,7;1,5;1,5;1,48
2023-07-27 22:35;15,9;15,9;15,6;98;23,5;51;0,0;0;0,0;2,3;1,9;0,0;23,9;44,0;316,4;0,6;1,8;79;1001,8;1001,8;22,6;61;36;24;19,6;3,06;4,7;1,5;1,5;1,48
2023-07-27 22:40;16,0;16,0;15,7;98;23,5;51;0,0;0;0,0;2,3;1,9;0,0;23,9;44,0;316,4;0,5;1,6;9;1001,7;1001,7;22,5;61;36;25;19,6;3,06;4,7;1,5;1,5;1,48
2023-07-27 22:45;16,0;16,0;15,7;98;23,5;51;0,0;0;0,0;2,3;1,9;0,0;23,9;44,0;316,4;0,5;1,6;132;1001,8;1001,8;22,5;61;36;25;19,5;3,06;4,7;1,5;1,5;1,48
2023-07-27 22:50;16,0;16,0;15,7;98;23,5;51;0,0;0;0,0;2,3;1,9;0,0;23,9;44,0;316,4;0,3;1,4;145;1001,6;1001,6;22,6;61;36;25;19,5;3,06;4,7;1,5;1,5;1,48
2023-07-27 22:55;16,0;16,0;15,5;97;23,5;51;0,0;0;0,0;2,3;1,9;0,0;23,9;44,0;316,4;0,9;1,9;172;1001,6;1001,6;22,5;61;36;25;19,5;3,06;4,7;1,5;1,5;1,48
2023-07-27 23:00;16,1;16,1;15,6;97;23,5;51;0,0;0;0,6;2,4;2,0;0,1;24,0;44,1;316,5;0,4;1,5;192;1001,6;1001,6;22,5;61;36;25;19,5;3,06;4,7;1,5;1,5;1,48
2023-07-27 23:05;16,1;16,1;15,6;97;23,5;51;0,0;0;0,6;2,4;2,0;0,1;24,0;44,1;316,5;0,3;1,4;290;1001,4;1001,4;22,5;61;36;25;19,4;3,06;4,7;1,5;1,5;1,48
2023-07-27 23:10;16,2;16,2;15,7;97;23,5;51;0,0;0;0,0;2,4;2,0;0,1;24,0;44,1;316,5;0,6;1,5;223;1001,5;1001,5;22,5;61;36;25;19,5;3,06;4,7;1,5;1,5;1,48
2023-07-27 23:15;16,2;16,2;15,7;97;23,5;51;0,0;0;0,6;2,5;2,1;0,2;24,1;44,2;316,6;0,3;1,5;252;1001,4;1001,4;22,5;62;36;25;19,4;3,06;4,7;1,5;1,5;1,48
2023-07-27 23:20;16,2;16,2;15,7;97;23,5;51;0,0;0;0,6;2,5;2,1;0,2;24,1;44,2;316,6;0,9;2,1;212;1001,5;1001,5;22,4;62;36;25;19,4;3,06;4,6;1,5;1,5;1,48
2023-07-27 23:25;16,2;16,2;15,7;97;23,5;51;0,0;0;0,0;2,5;2,1;0,2;24,1;44,2;316,6;0,4;2,1;97;1001,5;1001,5;22,4;62;36;25;19,4;3,06;4,6;1,5;1,5;1,48
2023-07-27 23:30;16,2;16,2;15,7;97;23,5;51;0,0;0;0,0;2,5;2,1;0,2;24,1;44,2;316,6;0,6;2,7;215;1001,5;1001,5;22,4;62;36;25;19,3;3,06;4,6;1,5;1,5;1,48
2023-07-27 23:35;16,3;16,3;15,8;97;23,5;51;0,0;0;0,0;2,5;2,1;0,2;24,1;44,2;316,6;0,3;2,1;141;1001,5;1001,5;22,4;62;36;25;19,4;3,06;4,6;1,5;1,5;1,48
2023-07-27 23:40;16,3;16,3;15,8;97;23,5;51;0,0;0;0,0;2,5;2,1;0,2;24,1;44,2;316,6;0,8;2,1;192;1001,3;1001,3;22,4;62;36;25;19,4;3,06;4,6;1,5;1,5;1,48
2023-07-27 23:45;16,3;16,3;15,8;97;23,5;51;0,0;0;0,0;2,5;2,1;0,2;24,1;44,2;316,6;0,7;1,3;355;1001,3;1001,3;22,4;62;36;25;19,4;3,06;4,6;1,5;1,5;1,48
2023-07-27 23:50;16,3;16,3;15,8;97;23,4;51;0,0;0;0,0;2,5;2,1;0,2;24,1;44,2;316,6;1,1;2,7;190;1001,2;1001,2;22,4;62;36;25;19,3;3,06;4,6;1,5;1,5;1,48
2023-07-27 23:55;16,3;16,3;15,8;97;23,5;51;0,0;0;0,0;2,5;2,1;0,1;24,1;44,2;316,6;0,7;2,4;190;1001,3;1001,3;22,4;62;36;25;19,4;3,06;4,6;1,5;1,5;1,48